cell	bio_celltype
10183	(7) Artrial cardiomyocytes
10184	(7) Artrial cardiomyocytes
10185	(7) Artrial cardiomyocytes
10186	(7) Artrial cardiomyocytes
10187	(7) Artrial cardiomyocytes
10188	(7) Artrial cardiomyocytes
10189	(7) Artrial cardiomyocytes
10190	(7) Artrial cardiomyocytes
10191	(10) Endothelium/ pericytes/ adventia
10192	(7) Artrial cardiomyocytes
10193	(7) Artrial cardiomyocytes
10195	(8) Fibroblast-like (outflow tract & valve related)
10196	(7) Artrial cardiomyocytes
10197	(7) Artrial cardiomyocytes
10199	(7) Artrial cardiomyocytes
10200	(7) Artrial cardiomyocytes
10201	(7) Artrial cardiomyocytes
10202	(0) Capillary endothelium
10203	(7) Artrial cardiomyocytes
10204	(7) Artrial cardiomyocytes
10206	(7) Artrial cardiomyocytes
10208	(7) Artrial cardiomyocytes
10209	(7) Artrial cardiomyocytes
10210	(7) Artrial cardiomyocytes
10211	(7) Artrial cardiomyocytes
10212	(7) Artrial cardiomyocytes
10213	(7) Artrial cardiomyocytes
10214	(7) Artrial cardiomyocytes
10215	(7) Artrial cardiomyocytes
10216	(7) Artrial cardiomyocytes
10217	(7) Artrial cardiomyocytes
10218	(7) Artrial cardiomyocytes
10219	(7) Artrial cardiomyocytes
10220	(7) Artrial cardiomyocytes
10221	(7) Artrial cardiomyocytes
10222	(7) Artrial cardiomyocytes
10223	(7) Artrial cardiomyocytes
10225	(7) Artrial cardiomyocytes
10226	(7) Artrial cardiomyocytes
10227	(7) Artrial cardiomyocytes
10228	(7) Artrial cardiomyocytes
10229	(7) Artrial cardiomyocytes
10231	(7) Artrial cardiomyocytes
10232	(7) Artrial cardiomyocytes
10233	(7) Artrial cardiomyocytes
10234	(7) Artrial cardiomyocytes
10235	(7) Artrial cardiomyocytes
10239	(7) Artrial cardiomyocytes
10240	(7) Artrial cardiomyocytes
10241	(7) Artrial cardiomyocytes
10242	(7) Artrial cardiomyocytes
10243	(7) Artrial cardiomyocytes
10246	(7) Artrial cardiomyocytes
10247	(7) Artrial cardiomyocytes
10248	(7) Artrial cardiomyocytes
10252	(7) Artrial cardiomyocytes
10253	(2) Fribroblast-like (AV mesenchyme related)
10254	(7) Artrial cardiomyocytes
10255	(7) Artrial cardiomyocytes
10256	(8) Fibroblast-like (outflow tract & valve related)
10257	(7) Artrial cardiomyocytes
10260	(7) Artrial cardiomyocytes
10261	(12) Cardiomyocytes
10262	(5) Smooth muscle cells/ fibroblast-like
10263	(5) Smooth muscle cells/ fibroblast-like
10264	(7) Artrial cardiomyocytes
10266	(7) Artrial cardiomyocytes
10267	(7) Artrial cardiomyocytes
10268	(7) Artrial cardiomyocytes
10269	(7) Artrial cardiomyocytes
10271	(7) Artrial cardiomyocytes
10272	(0) Capillary endothelium
10273	(7) Artrial cardiomyocytes
10274	(2) Fribroblast-like (AV mesenchyme related)
10275	(9) Epicardial cells
10276	(7) Artrial cardiomyocytes
10277	(7) Artrial cardiomyocytes
10278	(7) Artrial cardiomyocytes
10279	(7) Artrial cardiomyocytes
10280	(7) Artrial cardiomyocytes
10281	(10) Endothelium/ pericytes/ adventia
10282	(2) Fribroblast-like (AV mesenchyme related)
10284	(7) Artrial cardiomyocytes
10286	(7) Artrial cardiomyocytes
10287	(7) Artrial cardiomyocytes
10289	(7) Artrial cardiomyocytes
10291	(7) Artrial cardiomyocytes
10292	(0) Capillary endothelium
10293	(8) Fibroblast-like (outflow tract & valve related)
10296	(9) Epicardial cells
10297	(7) Artrial cardiomyocytes
10300	(7) Artrial cardiomyocytes
10301	(0) Capillary endothelium
10302	(2) Fribroblast-like (AV mesenchyme related)
10304	(8) Fibroblast-like (outflow tract & valve related)
10305	(7) Artrial cardiomyocytes
10306	(9) Epicardial cells
10307	(9) Epicardial cells
10308	(8) Fibroblast-like (outflow tract & valve related)
10309	(7) Artrial cardiomyocytes
10312	(9) Epicardial cells
10313	(7) Artrial cardiomyocytes
10315	(5) Smooth muscle cells/ fibroblast-like
10316	(7) Artrial cardiomyocytes
10317	(10) Endothelium/ pericytes/ adventia
10318	(5) Smooth muscle cells/ fibroblast-like
10322	(7) Artrial cardiomyocytes
10323	(8) Fibroblast-like (outflow tract & valve related)
10324	(0) Capillary endothelium
10325	(7) Artrial cardiomyocytes
10327	(2) Fribroblast-like (AV mesenchyme related)
10328	(8) Fibroblast-like (outflow tract & valve related)
10329	(7) Artrial cardiomyocytes
10331	(8) Fibroblast-like (outflow tract & valve related)
10332	(7) Artrial cardiomyocytes
10334	(7) Artrial cardiomyocytes
10336	(7) Artrial cardiomyocytes
10337	(7) Artrial cardiomyocytes
10339	(7) Artrial cardiomyocytes
10341	(2) Fribroblast-like (AV mesenchyme related)
10342	(7) Artrial cardiomyocytes
10343	(7) Artrial cardiomyocytes
10344	(7) Artrial cardiomyocytes
10345	(3) Subepicardial cells
10346	(7) Artrial cardiomyocytes
10347	(7) Artrial cardiomyocytes
10348	(2) Fribroblast-like (AV mesenchyme related)
10349	(7) Artrial cardiomyocytes
10350	(7) Artrial cardiomyocytes
10351	(10) Endothelium/ pericytes/ adventia
10353	(3) Subepicardial cells
10354	(12) Cardiomyocytes
10355	(8) Fibroblast-like (outflow tract & valve related)
10358	(0) Capillary endothelium
10359	(9) Epicardial cells
10360	(7) Artrial cardiomyocytes
10361	(0) Capillary endothelium
10362	(7) Artrial cardiomyocytes
10363	(7) Artrial cardiomyocytes
10364	(4) Fribroblast-like (coronary & mediastinal vasculature related)
10366	(7) Artrial cardiomyocytes
10367	(3) Subepicardial cells
10368	(4) Fribroblast-like (coronary & mediastinal vasculature related)
10369	(9) Epicardial cells
10370	(2) Fribroblast-like (AV mesenchyme related)
10371	(7) Artrial cardiomyocytes
10372	(2) Fribroblast-like (AV mesenchyme related)
10374	(0) Capillary endothelium
10376	(7) Artrial cardiomyocytes
10377	(0) Capillary endothelium
10378	(0) Capillary endothelium
10379	(4) Fribroblast-like (coronary & mediastinal vasculature related)
10380	(3) Subepicardial cells
10383	(0) Capillary endothelium
10384	(0) Capillary endothelium
10385	(7) Artrial cardiomyocytes
10386	(8) Fibroblast-like (outflow tract & valve related)
10387	(8) Fibroblast-like (outflow tract & valve related)
10388	(4) Fribroblast-like (coronary & mediastinal vasculature related)
10389	(4) Fribroblast-like (coronary & mediastinal vasculature related)
10390	(8) Fibroblast-like (outflow tract & valve related)
10391	(2) Fribroblast-like (AV mesenchyme related)
10393	(7) Artrial cardiomyocytes
10394	(8) Fibroblast-like (outflow tract & valve related)
10395	(7) Artrial cardiomyocytes
10396	(0) Capillary endothelium
10398	(3) Subepicardial cells
10399	(3) Subepicardial cells
10400	(2) Fribroblast-like (AV mesenchyme related)
10401	(2) Fribroblast-like (AV mesenchyme related)
10402	(8) Fibroblast-like (outflow tract & valve related)
10403	(7) Artrial cardiomyocytes
10404	(4) Fribroblast-like (coronary & mediastinal vasculature related)
10406	(8) Fibroblast-like (outflow tract & valve related)
10408	(8) Fibroblast-like (outflow tract & valve related)
10410	(0) Capillary endothelium
10411	(4) Fribroblast-like (coronary & mediastinal vasculature related)
10413	(2) Fribroblast-like (AV mesenchyme related)
10414	(9) Epicardial cells
10415	(2) Fribroblast-like (AV mesenchyme related)
10416	(5) Smooth muscle cells/ fibroblast-like
10417	(2) Fribroblast-like (AV mesenchyme related)
10418	(8) Fibroblast-like (outflow tract & valve related)
10419	(2) Fribroblast-like (AV mesenchyme related)
10420	(8) Fibroblast-like (outflow tract & valve related)
10421	(2) Fribroblast-like (AV mesenchyme related)
10422	(3) Subepicardial cells
10424	(7) Artrial cardiomyocytes
10425	(2) Fribroblast-like (AV mesenchyme related)
10426	(2) Fribroblast-like (AV mesenchyme related)
10427	(4) Fribroblast-like (coronary & mediastinal vasculature related)
10428	(4) Fribroblast-like (coronary & mediastinal vasculature related)
10429	(2) Fribroblast-like (AV mesenchyme related)
10431	(4) Fribroblast-like (coronary & mediastinal vasculature related)
10432	(2) Fribroblast-like (AV mesenchyme related)
10433	(4) Fribroblast-like (coronary & mediastinal vasculature related)
10434	(2) Fribroblast-like (AV mesenchyme related)
10435	(4) Fribroblast-like (coronary & mediastinal vasculature related)
10436	(7) Artrial cardiomyocytes
10437	(2) Fribroblast-like (AV mesenchyme related)
10438	(4) Fribroblast-like (coronary & mediastinal vasculature related)
10439	(2) Fribroblast-like (AV mesenchyme related)
10440	(2) Fribroblast-like (AV mesenchyme related)
10441	(2) Fribroblast-like (AV mesenchyme related)
10442	(7) Artrial cardiomyocytes
10443	(3) Subepicardial cells
10444	(5) Smooth muscle cells/ fibroblast-like
10445	(2) Fribroblast-like (AV mesenchyme related)
10446	(9) Epicardial cells
10447	(4) Fribroblast-like (coronary & mediastinal vasculature related)
10449	(4) Fribroblast-like (coronary & mediastinal vasculature related)
10451	(2) Fribroblast-like (AV mesenchyme related)
10453	(4) Fribroblast-like (coronary & mediastinal vasculature related)
10454	(12) Cardiomyocytes
10455	(2) Fribroblast-like (AV mesenchyme related)
10456	(9) Epicardial cells
10457	(8) Fibroblast-like (outflow tract & valve related)
10458	(4) Fribroblast-like (coronary & mediastinal vasculature related)
10459	(7) Artrial cardiomyocytes
10460	(4) Fribroblast-like (coronary & mediastinal vasculature related)
10461	(2) Fribroblast-like (AV mesenchyme related)
10462	(4) Fribroblast-like (coronary & mediastinal vasculature related)
10463	(4) Fribroblast-like (coronary & mediastinal vasculature related)
10464	(2) Fribroblast-like (AV mesenchyme related)
10465	(2) Fribroblast-like (AV mesenchyme related)
10466	(8) Fibroblast-like (outflow tract & valve related)
10467	(7) Artrial cardiomyocytes
10469	(3) Subepicardial cells
10470	(2) Fribroblast-like (AV mesenchyme related)
10471	(7) Artrial cardiomyocytes
10473	(2) Fribroblast-like (AV mesenchyme related)
10474	(4) Fribroblast-like (coronary & mediastinal vasculature related)
10475	(8) Fibroblast-like (outflow tract & valve related)
10476	(9) Epicardial cells
10477	(3) Subepicardial cells
10478	(7) Artrial cardiomyocytes
10479	(8) Fibroblast-like (outflow tract & valve related)
10480	(2) Fribroblast-like (AV mesenchyme related)
10482	(3) Subepicardial cells
10483	(3) Subepicardial cells
10484	(7) Artrial cardiomyocytes
10485	(12) Cardiomyocytes
10486	(4) Fribroblast-like (coronary & mediastinal vasculature related)
10487	(12) Cardiomyocytes
10489	(12) Cardiomyocytes
10490	(12) Cardiomyocytes
10491	(2) Fribroblast-like (AV mesenchyme related)
10492	(3) Subepicardial cells
10493	(2) Fribroblast-like (AV mesenchyme related)
10494	(12) Cardiomyocytes
10495	(7) Artrial cardiomyocytes
10496	(2) Fribroblast-like (AV mesenchyme related)
10497	(9) Epicardial cells
10500	(3) Subepicardial cells
10501	(3) Subepicardial cells
10502	(7) Artrial cardiomyocytes
10503	(12) Cardiomyocytes
10504	(12) Cardiomyocytes
10505	(2) Fribroblast-like (AV mesenchyme related)
10506	(12) Cardiomyocytes
10507	(12) Cardiomyocytes
10508	(1) Ventricular cardiomyocytes
10509	(7) Artrial cardiomyocytes
10510	(3) Subepicardial cells
10511	(12) Cardiomyocytes
10512	(4) Fribroblast-like (coronary & mediastinal vasculature related)
10513	(7) Artrial cardiomyocytes
10514	(1) Ventricular cardiomyocytes
10515	(8) Fibroblast-like (outflow tract & valve related)
10516	(12) Cardiomyocytes
10517	(7) Artrial cardiomyocytes
10518	(12) Cardiomyocytes
10519	(4) Fribroblast-like (coronary & mediastinal vasculature related)
10520	(12) Cardiomyocytes
10521	(9) Epicardial cells
10522	(7) Artrial cardiomyocytes
10523	(8) Fibroblast-like (outflow tract & valve related)
10524	(5) Smooth muscle cells/ fibroblast-like
10525	(2) Fribroblast-like (AV mesenchyme related)
10527	(3) Subepicardial cells
10528	(12) Cardiomyocytes
10529	(3) Subepicardial cells
10530	(7) Artrial cardiomyocytes
10531	(12) Cardiomyocytes
10532	(12) Cardiomyocytes
10533	(7) Artrial cardiomyocytes
10534	(3) Subepicardial cells
10536	(7) Artrial cardiomyocytes
10537	(12) Cardiomyocytes
10538	(3) Subepicardial cells
10539	(12) Cardiomyocytes
10540	(1) Ventricular cardiomyocytes
10541	(2) Fribroblast-like (AV mesenchyme related)
10542	(2) Fribroblast-like (AV mesenchyme related)
10543	(5) Smooth muscle cells/ fibroblast-like
10544	(7) Artrial cardiomyocytes
10545	(12) Cardiomyocytes
10546	(12) Cardiomyocytes
10547	(12) Cardiomyocytes
10548	(12) Cardiomyocytes
10549	(7) Artrial cardiomyocytes
10550	(12) Cardiomyocytes
10551	(12) Cardiomyocytes
10552	(3) Subepicardial cells
10553	(12) Cardiomyocytes
10554	(12) Cardiomyocytes
10555	(3) Subepicardial cells
10556	(3) Subepicardial cells
10557	(12) Cardiomyocytes
10558	(12) Cardiomyocytes
10559	(9) Epicardial cells
10560	(8) Fibroblast-like (outflow tract & valve related)
10562	(9) Epicardial cells
10564	(12) Cardiomyocytes
10565	(8) Fibroblast-like (outflow tract & valve related)
10566	(1) Ventricular cardiomyocytes
10567	(7) Artrial cardiomyocytes
10568	(7) Artrial cardiomyocytes
10569	(7) Artrial cardiomyocytes
10570	(7) Artrial cardiomyocytes
10571	(2) Fribroblast-like (AV mesenchyme related)
10572	(12) Cardiomyocytes
10573	(10) Endothelium/ pericytes/ adventia
10574	(1) Ventricular cardiomyocytes
10575	(3) Subepicardial cells
10576	(1) Ventricular cardiomyocytes
10577	(12) Cardiomyocytes
10578	(12) Cardiomyocytes
10579	(9) Epicardial cells
10580	(1) Ventricular cardiomyocytes
10582	(1) Ventricular cardiomyocytes
10583	(12) Cardiomyocytes
10584	(10) Endothelium/ pericytes/ adventia
10585	(3) Subepicardial cells
10587	(9) Epicardial cells
10588	(1) Ventricular cardiomyocytes
10589	(12) Cardiomyocytes
10590	(12) Cardiomyocytes
10591	(5) Smooth muscle cells/ fibroblast-like
10592	(12) Cardiomyocytes
10593	(1) Ventricular cardiomyocytes
10595	(12) Cardiomyocytes
10596	(1) Ventricular cardiomyocytes
10597	(12) Cardiomyocytes
10598	(12) Cardiomyocytes
10599	(4) Fribroblast-like (coronary & mediastinal vasculature related)
10600	(1) Ventricular cardiomyocytes
10601	(10) Endothelium/ pericytes/ adventia
10602	(12) Cardiomyocytes
10603	(3) Subepicardial cells
10604	(1) Ventricular cardiomyocytes
10605	(1) Ventricular cardiomyocytes
10606	(4) Fribroblast-like (coronary & mediastinal vasculature related)
10607	(12) Cardiomyocytes
10608	(3) Subepicardial cells
10609	(12) Cardiomyocytes
10610	(12) Cardiomyocytes
10611	(7) Artrial cardiomyocytes
10612	(12) Cardiomyocytes
10613	(12) Cardiomyocytes
10614	(12) Cardiomyocytes
10615	(1) Ventricular cardiomyocytes
10616	(12) Cardiomyocytes
10617	(12) Cardiomyocytes
10618	(12) Cardiomyocytes
10619	(12) Cardiomyocytes
10620	(8) Fibroblast-like (outflow tract & valve related)
10621	(1) Ventricular cardiomyocytes
10622	(1) Ventricular cardiomyocytes
10623	(12) Cardiomyocytes
10625	(12) Cardiomyocytes
10626	(1) Ventricular cardiomyocytes
10627	(1) Ventricular cardiomyocytes
10628	(12) Cardiomyocytes
10629	(7) Artrial cardiomyocytes
10630	(12) Cardiomyocytes
10631	(4) Fribroblast-like (coronary & mediastinal vasculature related)
10632	(7) Artrial cardiomyocytes
10633	(12) Cardiomyocytes
10634	(12) Cardiomyocytes
10635	(1) Ventricular cardiomyocytes
10636	(12) Cardiomyocytes
10637	(1) Ventricular cardiomyocytes
10638	(12) Cardiomyocytes
10639	(12) Cardiomyocytes
10641	(4) Fribroblast-like (coronary & mediastinal vasculature related)
10642	(7) Artrial cardiomyocytes
10643	(12) Cardiomyocytes
10644	(12) Cardiomyocytes
10645	(12) Cardiomyocytes
10646	(7) Artrial cardiomyocytes
10647	(3) Subepicardial cells
10648	(1) Ventricular cardiomyocytes
10649	(12) Cardiomyocytes
10650	(12) Cardiomyocytes
10651	(1) Ventricular cardiomyocytes
10652	(7) Artrial cardiomyocytes
10653	(1) Ventricular cardiomyocytes
10654	(4) Fribroblast-like (coronary & mediastinal vasculature related)
10655	(12) Cardiomyocytes
10656	(8) Fibroblast-like (outflow tract & valve related)
10658	(1) Ventricular cardiomyocytes
10659	(2) Fribroblast-like (AV mesenchyme related)
10660	(1) Ventricular cardiomyocytes
10661	(7) Artrial cardiomyocytes
10662	(1) Ventricular cardiomyocytes
10663	(1) Ventricular cardiomyocytes
10664	(1) Ventricular cardiomyocytes
10666	(12) Cardiomyocytes
10667	(0) Capillary endothelium
10669	(1) Ventricular cardiomyocytes
10670	(0) Capillary endothelium
10671	(7) Artrial cardiomyocytes
10672	(2) Fribroblast-like (AV mesenchyme related)
10675	(1) Ventricular cardiomyocytes
10676	(7) Artrial cardiomyocytes
10677	(4) Fribroblast-like (coronary & mediastinal vasculature related)
10678	(1) Ventricular cardiomyocytes
10679	(8) Fibroblast-like (outflow tract & valve related)
10680	(1) Ventricular cardiomyocytes
10681	(1) Ventricular cardiomyocytes
10682	(12) Cardiomyocytes
10683	(1) Ventricular cardiomyocytes
10684	(12) Cardiomyocytes
10686	(12) Cardiomyocytes
10687	(12) Cardiomyocytes
10688	(1) Ventricular cardiomyocytes
10689	(1) Ventricular cardiomyocytes
10690	(10) Endothelium/ pericytes/ adventia
10691	(3) Subepicardial cells
10692	(7) Artrial cardiomyocytes
10693	(10) Endothelium/ pericytes/ adventia
10694	(0) Capillary endothelium
10696	(0) Capillary endothelium
10697	(7) Artrial cardiomyocytes
10698	(7) Artrial cardiomyocytes
10699	(9) Epicardial cells
10700	(12) Cardiomyocytes
10701	(1) Ventricular cardiomyocytes
10702	(12) Cardiomyocytes
10704	(12) Cardiomyocytes
10705	(12) Cardiomyocytes
10706	(7) Artrial cardiomyocytes
10708	(7) Artrial cardiomyocytes
10709	(7) Artrial cardiomyocytes
10711	(2) Fribroblast-like (AV mesenchyme related)
10712	(8) Fibroblast-like (outflow tract & valve related)
10713	(7) Artrial cardiomyocytes
10714	(7) Artrial cardiomyocytes
10715	(7) Artrial cardiomyocytes
10717	(10) Endothelium/ pericytes/ adventia
10719	(7) Artrial cardiomyocytes
10720	(7) Artrial cardiomyocytes
10724	(7) Artrial cardiomyocytes
10726	(7) Artrial cardiomyocytes
10728	(7) Artrial cardiomyocytes
10729	(7) Artrial cardiomyocytes
10730	(2) Fribroblast-like (AV mesenchyme related)
10732	(7) Artrial cardiomyocytes
10733	(7) Artrial cardiomyocytes
10735	(7) Artrial cardiomyocytes
10736	(4) Fribroblast-like (coronary & mediastinal vasculature related)
10737	(7) Artrial cardiomyocytes
10739	(7) Artrial cardiomyocytes
10741	(8) Fibroblast-like (outflow tract & valve related)
10743	(10) Endothelium/ pericytes/ adventia
10744	(7) Artrial cardiomyocytes
10745	(7) Artrial cardiomyocytes
10746	(7) Artrial cardiomyocytes
10748	(2) Fribroblast-like (AV mesenchyme related)
10749	(2) Fribroblast-like (AV mesenchyme related)
10752	(7) Artrial cardiomyocytes
10753	(7) Artrial cardiomyocytes
10754	(8) Fibroblast-like (outflow tract & valve related)
10757	(2) Fribroblast-like (AV mesenchyme related)
10758	(7) Artrial cardiomyocytes
10759	(2) Fribroblast-like (AV mesenchyme related)
10760	(7) Artrial cardiomyocytes
10762	(7) Artrial cardiomyocytes
10763	(7) Artrial cardiomyocytes
10767	(2) Fribroblast-like (AV mesenchyme related)
10768	(3) Subepicardial cells
10769	(7) Artrial cardiomyocytes
10770	(4) Fribroblast-like (coronary & mediastinal vasculature related)
10771	(2) Fribroblast-like (AV mesenchyme related)
10772	(7) Artrial cardiomyocytes
10773	(2) Fribroblast-like (AV mesenchyme related)
10774	(7) Artrial cardiomyocytes
10775	(7) Artrial cardiomyocytes
10777	(12) Cardiomyocytes
10778	(2) Fribroblast-like (AV mesenchyme related)
10781	(7) Artrial cardiomyocytes
10782	(2) Fribroblast-like (AV mesenchyme related)
10783	(7) Artrial cardiomyocytes
10784	(8) Fibroblast-like (outflow tract & valve related)
10785	(3) Subepicardial cells
10786	(7) Artrial cardiomyocytes
10787	(4) Fribroblast-like (coronary & mediastinal vasculature related)
10788	(7) Artrial cardiomyocytes
10790	(2) Fribroblast-like (AV mesenchyme related)
10793	(7) Artrial cardiomyocytes
10794	(7) Artrial cardiomyocytes
10795	(7) Artrial cardiomyocytes
10798	(7) Artrial cardiomyocytes
10799	(7) Artrial cardiomyocytes
10800	(7) Artrial cardiomyocytes
10801	(7) Artrial cardiomyocytes
10804	(2) Fribroblast-like (AV mesenchyme related)
10806	(0) Capillary endothelium
10808	(7) Artrial cardiomyocytes
10809	(7) Artrial cardiomyocytes
10811	(7) Artrial cardiomyocytes
10812	(2) Fribroblast-like (AV mesenchyme related)
10813	(8) Fibroblast-like (outflow tract & valve related)
10814	(7) Artrial cardiomyocytes
10815	(2) Fribroblast-like (AV mesenchyme related)
10816	(2) Fribroblast-like (AV mesenchyme related)
10818	(2) Fribroblast-like (AV mesenchyme related)
10819	(2) Fribroblast-like (AV mesenchyme related)
10820	(7) Artrial cardiomyocytes
10821	(2) Fribroblast-like (AV mesenchyme related)
10822	(2) Fribroblast-like (AV mesenchyme related)
10823	(10) Endothelium/ pericytes/ adventia
10825	(7) Artrial cardiomyocytes
10826	(10) Endothelium/ pericytes/ adventia
10827	(7) Artrial cardiomyocytes
10828	(7) Artrial cardiomyocytes
10829	(7) Artrial cardiomyocytes
10833	(2) Fribroblast-like (AV mesenchyme related)
10834	(7) Artrial cardiomyocytes
10835	(10) Endothelium/ pericytes/ adventia
10837	(2) Fribroblast-like (AV mesenchyme related)
10838	(12) Cardiomyocytes
10839	(7) Artrial cardiomyocytes
10840	(7) Artrial cardiomyocytes
10841	(12) Cardiomyocytes
10843	(7) Artrial cardiomyocytes
10846	(7) Artrial cardiomyocytes
10847	(7) Artrial cardiomyocytes
10848	(12) Cardiomyocytes
10849	(7) Artrial cardiomyocytes
10850	(7) Artrial cardiomyocytes
10851	(7) Artrial cardiomyocytes
10853	(7) Artrial cardiomyocytes
10854	(7) Artrial cardiomyocytes
10855	(7) Artrial cardiomyocytes
10856	(7) Artrial cardiomyocytes
10857	(10) Endothelium/ pericytes/ adventia
10859	(12) Cardiomyocytes
10861	(7) Artrial cardiomyocytes
10862	(7) Artrial cardiomyocytes
10863	(7) Artrial cardiomyocytes
10864	(9) Epicardial cells
10865	(7) Artrial cardiomyocytes
10866	(12) Cardiomyocytes
10867	(7) Artrial cardiomyocytes
10868	(0) Capillary endothelium
10870	(7) Artrial cardiomyocytes
10871	(7) Artrial cardiomyocytes
10872	(7) Artrial cardiomyocytes
10873	(12) Cardiomyocytes
10874	(12) Cardiomyocytes
10875	(7) Artrial cardiomyocytes
10876	(7) Artrial cardiomyocytes
10877	(12) Cardiomyocytes
10881	(7) Artrial cardiomyocytes
10882	(7) Artrial cardiomyocytes
10883	(10) Endothelium/ pericytes/ adventia
10884	(2) Fribroblast-like (AV mesenchyme related)
10885	(7) Artrial cardiomyocytes
10886	(7) Artrial cardiomyocytes
10888	(7) Artrial cardiomyocytes
10890	(1) Ventricular cardiomyocytes
10891	(7) Artrial cardiomyocytes
10892	(10) Endothelium/ pericytes/ adventia
10893	(7) Artrial cardiomyocytes
10896	(7) Artrial cardiomyocytes
10897	(7) Artrial cardiomyocytes
10898	(8) Fibroblast-like (outflow tract & valve related)
10900	(7) Artrial cardiomyocytes
10901	(7) Artrial cardiomyocytes
10902	(7) Artrial cardiomyocytes
10903	(2) Fribroblast-like (AV mesenchyme related)
10904	(8) Fibroblast-like (outflow tract & valve related)
10905	(7) Artrial cardiomyocytes
10906	(12) Cardiomyocytes
10907	(2) Fribroblast-like (AV mesenchyme related)
10908	(7) Artrial cardiomyocytes
10909	(7) Artrial cardiomyocytes
10911	(12) Cardiomyocytes
10912	(7) Artrial cardiomyocytes
10914	(7) Artrial cardiomyocytes
10915	(7) Artrial cardiomyocytes
10916	(7) Artrial cardiomyocytes
10917	(7) Artrial cardiomyocytes
10918	(12) Cardiomyocytes
10919	(7) Artrial cardiomyocytes
10921	(2) Fribroblast-like (AV mesenchyme related)
10922	(2) Fribroblast-like (AV mesenchyme related)
10924	(7) Artrial cardiomyocytes
10925	(7) Artrial cardiomyocytes
10926	(7) Artrial cardiomyocytes
10927	(2) Fribroblast-like (AV mesenchyme related)
10928	(12) Cardiomyocytes
10929	(12) Cardiomyocytes
10931	(12) Cardiomyocytes
10933	(7) Artrial cardiomyocytes
10934	(10) Endothelium/ pericytes/ adventia
10935	(2) Fribroblast-like (AV mesenchyme related)
10938	(12) Cardiomyocytes
10939	(12) Cardiomyocytes
10940	(0) Capillary endothelium
10941	(12) Cardiomyocytes
10942	(1) Ventricular cardiomyocytes
10943	(12) Cardiomyocytes
10944	(8) Fibroblast-like (outflow tract & valve related)
10945	(1) Ventricular cardiomyocytes
10946	(7) Artrial cardiomyocytes
10947	(7) Artrial cardiomyocytes
10949	(0) Capillary endothelium
10950	(12) Cardiomyocytes
10951	(12) Cardiomyocytes
10952	(12) Cardiomyocytes
10953	(12) Cardiomyocytes
10955	(12) Cardiomyocytes
10956	(2) Fribroblast-like (AV mesenchyme related)
10957	(12) Cardiomyocytes
10958	(7) Artrial cardiomyocytes
10959	(12) Cardiomyocytes
10960	(7) Artrial cardiomyocytes
10961	(12) Cardiomyocytes
10962	(1) Ventricular cardiomyocytes
10963	(7) Artrial cardiomyocytes
10964	(1) Ventricular cardiomyocytes
10965	(7) Artrial cardiomyocytes
10967	(2) Fribroblast-like (AV mesenchyme related)
10968	(2) Fribroblast-like (AV mesenchyme related)
10969	(10) Endothelium/ pericytes/ adventia
10970	(7) Artrial cardiomyocytes
10971	(12) Cardiomyocytes
10972	(7) Artrial cardiomyocytes
10973	(12) Cardiomyocytes
10974	(10) Endothelium/ pericytes/ adventia
10975	(12) Cardiomyocytes
10976	(12) Cardiomyocytes
10978	(12) Cardiomyocytes
10979	(7) Artrial cardiomyocytes
10980	(8) Fibroblast-like (outflow tract & valve related)
10982	(12) Cardiomyocytes
10983	(2) Fribroblast-like (AV mesenchyme related)
10984	(12) Cardiomyocytes
10985	(12) Cardiomyocytes
10986	(7) Artrial cardiomyocytes
10988	(7) Artrial cardiomyocytes
10989	(10) Endothelium/ pericytes/ adventia
10990	(2) Fribroblast-like (AV mesenchyme related)
10992	(7) Artrial cardiomyocytes
10993	(7) Artrial cardiomyocytes
10995	(12) Cardiomyocytes
10997	(1) Ventricular cardiomyocytes
10998	(1) Ventricular cardiomyocytes
10999	(12) Cardiomyocytes
11000	(2) Fribroblast-like (AV mesenchyme related)
11001	(7) Artrial cardiomyocytes
11002	(7) Artrial cardiomyocytes
11003	(7) Artrial cardiomyocytes
11004	(2) Fribroblast-like (AV mesenchyme related)
11005	(1) Ventricular cardiomyocytes
11006	(2) Fribroblast-like (AV mesenchyme related)
11007	(12) Cardiomyocytes
11009	(12) Cardiomyocytes
11010	(2) Fribroblast-like (AV mesenchyme related)
11011	(12) Cardiomyocytes
11012	(7) Artrial cardiomyocytes
11013	(7) Artrial cardiomyocytes
11016	(8) Fibroblast-like (outflow tract & valve related)
11017	(2) Fribroblast-like (AV mesenchyme related)
11018	(8) Fibroblast-like (outflow tract & valve related)
11019	(12) Cardiomyocytes
11020	(0) Capillary endothelium
11021	(2) Fribroblast-like (AV mesenchyme related)
11022	(12) Cardiomyocytes
11023	(12) Cardiomyocytes
11024	(7) Artrial cardiomyocytes
11025	(12) Cardiomyocytes
11026	(12) Cardiomyocytes
11028	(1) Ventricular cardiomyocytes
11029	(7) Artrial cardiomyocytes
11030	(12) Cardiomyocytes
11031	(8) Fibroblast-like (outflow tract & valve related)
11032	(1) Ventricular cardiomyocytes
11033	(3) Subepicardial cells
11034	(0) Capillary endothelium
11037	(2) Fribroblast-like (AV mesenchyme related)
11038	(1) Ventricular cardiomyocytes
