cell	bio_celltype
21713	(2) Fribroblast-like (AV mesenchyme related)
21714	(9) Epicardial cells
21715	(1) Ventricular cardiomyocytes
21716	(12) Cardiomyocytes
21717	(8) Fibroblast-like (outflow tract & valve related)
21718	(12) Cardiomyocytes
21719	(4) Fribroblast-like (coronary & mediastinal vasculature related)
21721	(12) Cardiomyocytes
21722	(1) Ventricular cardiomyocytes
21723	(4) Fribroblast-like (coronary & mediastinal vasculature related)
21724	(1) Ventricular cardiomyocytes
21725	(12) Cardiomyocytes
21726	(2) Fribroblast-like (AV mesenchyme related)
21727	(7) Artrial cardiomyocytes
21728	(12) Cardiomyocytes
21729	(12) Cardiomyocytes
21730	(1) Ventricular cardiomyocytes
21731	(0) Capillary endothelium
21732	(12) Cardiomyocytes
21733	(10) Endothelium/ pericytes/ adventia
21734	(12) Cardiomyocytes
21735	(1) Ventricular cardiomyocytes
21736	(7) Artrial cardiomyocytes
21737	(12) Cardiomyocytes
21738	(0) Capillary endothelium
21739	(8) Fibroblast-like (outflow tract & valve related)
21740	(12) Cardiomyocytes
21741	(12) Cardiomyocytes
21742	(12) Cardiomyocytes
21743	(2) Fribroblast-like (AV mesenchyme related)
21744	(1) Ventricular cardiomyocytes
21745	(1) Ventricular cardiomyocytes
21746	(12) Cardiomyocytes
21747	(12) Cardiomyocytes
21749	(0) Capillary endothelium
21750	(1) Ventricular cardiomyocytes
21751	(1) Ventricular cardiomyocytes
21752	(1) Ventricular cardiomyocytes
21753	(8) Fibroblast-like (outflow tract & valve related)
21754	(12) Cardiomyocytes
21755	(1) Ventricular cardiomyocytes
21756	(9) Epicardial cells
21757	(1) Ventricular cardiomyocytes
21758	(1) Ventricular cardiomyocytes
21760	(12) Cardiomyocytes
21761	(12) Cardiomyocytes
21763	(1) Ventricular cardiomyocytes
21764	(9) Epicardial cells
21765	(8) Fibroblast-like (outflow tract & valve related)
21766	(1) Ventricular cardiomyocytes
21767	(2) Fribroblast-like (AV mesenchyme related)
21769	(4) Fribroblast-like (coronary & mediastinal vasculature related)
21770	(1) Ventricular cardiomyocytes
21771	(1) Ventricular cardiomyocytes
21772	(1) Ventricular cardiomyocytes
21773	(8) Fibroblast-like (outflow tract & valve related)
21774	(12) Cardiomyocytes
21775	(1) Ventricular cardiomyocytes
21776	(8) Fibroblast-like (outflow tract & valve related)
21777	(1) Ventricular cardiomyocytes
21778	(1) Ventricular cardiomyocytes
21779	(1) Ventricular cardiomyocytes
21781	(12) Cardiomyocytes
21782	(1) Ventricular cardiomyocytes
21783	(12) Cardiomyocytes
21784	(9) Epicardial cells
21785	(12) Cardiomyocytes
21787	(1) Ventricular cardiomyocytes
21788	(1) Ventricular cardiomyocytes
21789	(8) Fibroblast-like (outflow tract & valve related)
21791	(12) Cardiomyocytes
21793	(12) Cardiomyocytes
21794	(8) Fibroblast-like (outflow tract & valve related)
21796	(8) Fibroblast-like (outflow tract & valve related)
21797	(1) Ventricular cardiomyocytes
21799	(9) Epicardial cells
21800	(1) Ventricular cardiomyocytes
21802	(1) Ventricular cardiomyocytes
21803	(12) Cardiomyocytes
21804	(1) Ventricular cardiomyocytes
21805	(12) Cardiomyocytes
21806	(4) Fribroblast-like (coronary & mediastinal vasculature related)
21807	(10) Endothelium/ pericytes/ adventia
21809	(7) Artrial cardiomyocytes
21810	(1) Ventricular cardiomyocytes
21811	(12) Cardiomyocytes
21812	(1) Ventricular cardiomyocytes
21813	(8) Fibroblast-like (outflow tract & valve related)
21814	(10) Endothelium/ pericytes/ adventia
21815	(12) Cardiomyocytes
21816	(9) Epicardial cells
21817	(1) Ventricular cardiomyocytes
21818	(12) Cardiomyocytes
21819	(12) Cardiomyocytes
21820	(1) Ventricular cardiomyocytes
21822	(8) Fibroblast-like (outflow tract & valve related)
21823	(1) Ventricular cardiomyocytes
21824	(12) Cardiomyocytes
21825	(12) Cardiomyocytes
21826	(12) Cardiomyocytes
21827	(12) Cardiomyocytes
21828	(10) Endothelium/ pericytes/ adventia
21829	(1) Ventricular cardiomyocytes
21830	(12) Cardiomyocytes
21831	(7) Artrial cardiomyocytes
21832	(12) Cardiomyocytes
21833	(12) Cardiomyocytes
21834	(7) Artrial cardiomyocytes
21837	(3) Subepicardial cells
21838	(1) Ventricular cardiomyocytes
21839	(0) Capillary endothelium
21840	(1) Ventricular cardiomyocytes
21841	(12) Cardiomyocytes
21842	(1) Ventricular cardiomyocytes
21843	(2) Fribroblast-like (AV mesenchyme related)
21845	(7) Artrial cardiomyocytes
21848	(12) Cardiomyocytes
21849	(2) Fribroblast-like (AV mesenchyme related)
21850	(12) Cardiomyocytes
21851	(10) Endothelium/ pericytes/ adventia
21852	(1) Ventricular cardiomyocytes
21854	(1) Ventricular cardiomyocytes
21856	(12) Cardiomyocytes
21857	(4) Fribroblast-like (coronary & mediastinal vasculature related)
21858	(1) Ventricular cardiomyocytes
21859	(4) Fribroblast-like (coronary & mediastinal vasculature related)
21860	(9) Epicardial cells
21861	(12) Cardiomyocytes
21862	(10) Endothelium/ pericytes/ adventia
21863	(12) Cardiomyocytes
21864	(3) Subepicardial cells
21865	(8) Fibroblast-like (outflow tract & valve related)
21867	(1) Ventricular cardiomyocytes
21868	(8) Fibroblast-like (outflow tract & valve related)
21870	(12) Cardiomyocytes
21871	(1) Ventricular cardiomyocytes
21873	(8) Fibroblast-like (outflow tract & valve related)
21874	(12) Cardiomyocytes
21875	(7) Artrial cardiomyocytes
21876	(12) Cardiomyocytes
21877	(12) Cardiomyocytes
21878	(3) Subepicardial cells
21879	(1) Ventricular cardiomyocytes
21880	(1) Ventricular cardiomyocytes
21881	(1) Ventricular cardiomyocytes
21882	(9) Epicardial cells
21883	(12) Cardiomyocytes
21884	(1) Ventricular cardiomyocytes
21885	(1) Ventricular cardiomyocytes
21886	(12) Cardiomyocytes
21887	(12) Cardiomyocytes
21888	(9) Epicardial cells
21889	(10) Endothelium/ pericytes/ adventia
21890	(12) Cardiomyocytes
21891	(8) Fibroblast-like (outflow tract & valve related)
21893	(12) Cardiomyocytes
21894	(1) Ventricular cardiomyocytes
21895	(9) Epicardial cells
21896	(10) Endothelium/ pericytes/ adventia
21897	(12) Cardiomyocytes
21898	(1) Ventricular cardiomyocytes
21899	(12) Cardiomyocytes
21900	(8) Fibroblast-like (outflow tract & valve related)
21902	(1) Ventricular cardiomyocytes
21903	(12) Cardiomyocytes
21904	(1) Ventricular cardiomyocytes
21905	(7) Artrial cardiomyocytes
21907	(1) Ventricular cardiomyocytes
21908	(4) Fribroblast-like (coronary & mediastinal vasculature related)
21909	(1) Ventricular cardiomyocytes
21910	(1) Ventricular cardiomyocytes
21911	(1) Ventricular cardiomyocytes
21912	(1) Ventricular cardiomyocytes
21913	(3) Subepicardial cells
21914	(12) Cardiomyocytes
21915	(1) Ventricular cardiomyocytes
21916	(12) Cardiomyocytes
21917	(7) Artrial cardiomyocytes
21918	(1) Ventricular cardiomyocytes
21919	(1) Ventricular cardiomyocytes
21920	(2) Fribroblast-like (AV mesenchyme related)
21921	(7) Artrial cardiomyocytes
21922	(10) Endothelium/ pericytes/ adventia
21923	(5) Smooth muscle cells/ fibroblast-like
21924	(7) Artrial cardiomyocytes
21925	(12) Cardiomyocytes
21926	(12) Cardiomyocytes
21927	(7) Artrial cardiomyocytes
21928	(9) Epicardial cells
21929	(1) Ventricular cardiomyocytes
21930	(2) Fribroblast-like (AV mesenchyme related)
21931	(4) Fribroblast-like (coronary & mediastinal vasculature related)
21933	(1) Ventricular cardiomyocytes
21935	(12) Cardiomyocytes
21936	(12) Cardiomyocytes
21937	(1) Ventricular cardiomyocytes
21938	(12) Cardiomyocytes
21939	(9) Epicardial cells
21940	(7) Artrial cardiomyocytes
21941	(10) Endothelium/ pericytes/ adventia
21942	(4) Fribroblast-like (coronary & mediastinal vasculature related)
21943	(12) Cardiomyocytes
21944	(2) Fribroblast-like (AV mesenchyme related)
21945	(1) Ventricular cardiomyocytes
21946	(12) Cardiomyocytes
21947	(12) Cardiomyocytes
21948	(10) Endothelium/ pericytes/ adventia
21949	(12) Cardiomyocytes
21950	(1) Ventricular cardiomyocytes
21951	(8) Fibroblast-like (outflow tract & valve related)
21952	(9) Epicardial cells
21953	(12) Cardiomyocytes
21954	(12) Cardiomyocytes
21955	(9) Epicardial cells
21956	(2) Fribroblast-like (AV mesenchyme related)
21957	(1) Ventricular cardiomyocytes
21958	(4) Fribroblast-like (coronary & mediastinal vasculature related)
21959	(9) Epicardial cells
21960	(2) Fribroblast-like (AV mesenchyme related)
21961	(2) Fribroblast-like (AV mesenchyme related)
21963	(10) Endothelium/ pericytes/ adventia
21964	(8) Fibroblast-like (outflow tract & valve related)
21966	(9) Epicardial cells
21967	(4) Fribroblast-like (coronary & mediastinal vasculature related)
21968	(3) Subepicardial cells
21969	(12) Cardiomyocytes
21970	(4) Fribroblast-like (coronary & mediastinal vasculature related)
21971	(5) Smooth muscle cells/ fibroblast-like
21972	(1) Ventricular cardiomyocytes
21973	(7) Artrial cardiomyocytes
21974	(12) Cardiomyocytes
21975	(1) Ventricular cardiomyocytes
21976	(2) Fribroblast-like (AV mesenchyme related)
21977	(2) Fribroblast-like (AV mesenchyme related)
21978	(10) Endothelium/ pericytes/ adventia
21979	(3) Subepicardial cells
21980	(3) Subepicardial cells
21981	(12) Cardiomyocytes
21982	(1) Ventricular cardiomyocytes
21983	(3) Subepicardial cells
21984	(1) Ventricular cardiomyocytes
21985	(12) Cardiomyocytes
21986	(8) Fibroblast-like (outflow tract & valve related)
21987	(8) Fibroblast-like (outflow tract & valve related)
21988	(4) Fribroblast-like (coronary & mediastinal vasculature related)
21989	(10) Endothelium/ pericytes/ adventia
21990	(1) Ventricular cardiomyocytes
21991	(4) Fribroblast-like (coronary & mediastinal vasculature related)
21992	(9) Epicardial cells
21993	(2) Fribroblast-like (AV mesenchyme related)
21994	(9) Epicardial cells
21995	(1) Ventricular cardiomyocytes
21996	(4) Fribroblast-like (coronary & mediastinal vasculature related)
21997	(0) Capillary endothelium
21998	(1) Ventricular cardiomyocytes
22000	(12) Cardiomyocytes
22001	(7) Artrial cardiomyocytes
22002	(1) Ventricular cardiomyocytes
22003	(12) Cardiomyocytes
22004	(12) Cardiomyocytes
22005	(7) Artrial cardiomyocytes
22006	(12) Cardiomyocytes
22007	(7) Artrial cardiomyocytes
22008	(0) Capillary endothelium
22009	(0) Capillary endothelium
22010	(7) Artrial cardiomyocytes
22012	(12) Cardiomyocytes
22013	(10) Endothelium/ pericytes/ adventia
22014	(0) Capillary endothelium
22015	(12) Cardiomyocytes
22016	(1) Ventricular cardiomyocytes
22017	(10) Endothelium/ pericytes/ adventia
22018	(12) Cardiomyocytes
22020	(0) Capillary endothelium
22021	(7) Artrial cardiomyocytes
22022	(12) Cardiomyocytes
22023	(12) Cardiomyocytes
22024	(12) Cardiomyocytes
22025	(12) Cardiomyocytes
22026	(10) Endothelium/ pericytes/ adventia
22027	(0) Capillary endothelium
22028	(10) Endothelium/ pericytes/ adventia
22030	(12) Cardiomyocytes
22031	(7) Artrial cardiomyocytes
22032	(12) Cardiomyocytes
22033	(7) Artrial cardiomyocytes
22036	(12) Cardiomyocytes
22037	(7) Artrial cardiomyocytes
22038	(12) Cardiomyocytes
22039	(10) Endothelium/ pericytes/ adventia
22041	(12) Cardiomyocytes
22043	(7) Artrial cardiomyocytes
22044	(8) Fibroblast-like (outflow tract & valve related)
22045	(12) Cardiomyocytes
22046	(7) Artrial cardiomyocytes
22047	(12) Cardiomyocytes
22048	(7) Artrial cardiomyocytes
22049	(0) Capillary endothelium
22050	(12) Cardiomyocytes
22052	(12) Cardiomyocytes
22055	(10) Endothelium/ pericytes/ adventia
22056	(12) Cardiomyocytes
22058	(12) Cardiomyocytes
22059	(1) Ventricular cardiomyocytes
22060	(1) Ventricular cardiomyocytes
22061	(1) Ventricular cardiomyocytes
22062	(1) Ventricular cardiomyocytes
22063	(1) Ventricular cardiomyocytes
22064	(12) Cardiomyocytes
22065	(12) Cardiomyocytes
22067	(12) Cardiomyocytes
22068	(12) Cardiomyocytes
22069	(12) Cardiomyocytes
22070	(1) Ventricular cardiomyocytes
22071	(12) Cardiomyocytes
22072	(12) Cardiomyocytes
22073	(0) Capillary endothelium
22074	(7) Artrial cardiomyocytes
22075	(0) Capillary endothelium
22077	(10) Endothelium/ pericytes/ adventia
22078	(12) Cardiomyocytes
22081	(8) Fibroblast-like (outflow tract & valve related)
22082	(1) Ventricular cardiomyocytes
22083	(0) Capillary endothelium
22084	(1) Ventricular cardiomyocytes
22085	(12) Cardiomyocytes
22086	(12) Cardiomyocytes
22087	(7) Artrial cardiomyocytes
22088	(7) Artrial cardiomyocytes
22090	(12) Cardiomyocytes
22091	(12) Cardiomyocytes
22092	(0) Capillary endothelium
22093	(12) Cardiomyocytes
22094	(10) Endothelium/ pericytes/ adventia
22095	(12) Cardiomyocytes
22096	(12) Cardiomyocytes
22097	(7) Artrial cardiomyocytes
22098	(12) Cardiomyocytes
22099	(12) Cardiomyocytes
22100	(12) Cardiomyocytes
22101	(12) Cardiomyocytes
22102	(12) Cardiomyocytes
22103	(12) Cardiomyocytes
22105	(1) Ventricular cardiomyocytes
22106	(12) Cardiomyocytes
22107	(10) Endothelium/ pericytes/ adventia
22108	(12) Cardiomyocytes
22109	(7) Artrial cardiomyocytes
22110	(1) Ventricular cardiomyocytes
22111	(12) Cardiomyocytes
22113	(0) Capillary endothelium
22114	(12) Cardiomyocytes
22115	(7) Artrial cardiomyocytes
22116	(0) Capillary endothelium
22117	(0) Capillary endothelium
22119	(7) Artrial cardiomyocytes
22120	(12) Cardiomyocytes
22121	(12) Cardiomyocytes
22123	(12) Cardiomyocytes
22124	(12) Cardiomyocytes
22125	(8) Fibroblast-like (outflow tract & valve related)
22126	(12) Cardiomyocytes
22127	(7) Artrial cardiomyocytes
22129	(12) Cardiomyocytes
22130	(12) Cardiomyocytes
22131	(7) Artrial cardiomyocytes
22133	(12) Cardiomyocytes
22134	(12) Cardiomyocytes
22135	(1) Ventricular cardiomyocytes
22136	(4) Fribroblast-like (coronary & mediastinal vasculature related)
22137	(7) Artrial cardiomyocytes
22138	(12) Cardiomyocytes
22139	(12) Cardiomyocytes
22141	(10) Endothelium/ pericytes/ adventia
22142	(1) Ventricular cardiomyocytes
22143	(1) Ventricular cardiomyocytes
22144	(7) Artrial cardiomyocytes
22145	(1) Ventricular cardiomyocytes
22147	(12) Cardiomyocytes
22148	(0) Capillary endothelium
22149	(8) Fibroblast-like (outflow tract & valve related)
22152	(0) Capillary endothelium
22153	(10) Endothelium/ pericytes/ adventia
22154	(12) Cardiomyocytes
22155	(12) Cardiomyocytes
22156	(12) Cardiomyocytes
22158	(4) Fribroblast-like (coronary & mediastinal vasculature related)
22159	(12) Cardiomyocytes
22160	(12) Cardiomyocytes
22161	(12) Cardiomyocytes
22162	(12) Cardiomyocytes
22163	(0) Capillary endothelium
22165	(7) Artrial cardiomyocytes
22166	(8) Fibroblast-like (outflow tract & valve related)
22167	(1) Ventricular cardiomyocytes
22168	(1) Ventricular cardiomyocytes
22169	(7) Artrial cardiomyocytes
22170	(1) Ventricular cardiomyocytes
22171	(7) Artrial cardiomyocytes
22172	(8) Fibroblast-like (outflow tract & valve related)
22173	(0) Capillary endothelium
22174	(7) Artrial cardiomyocytes
22175	(1) Ventricular cardiomyocytes
22176	(12) Cardiomyocytes
22177	(7) Artrial cardiomyocytes
22178	(1) Ventricular cardiomyocytes
22180	(12) Cardiomyocytes
22182	(7) Artrial cardiomyocytes
22183	(12) Cardiomyocytes
22184	(10) Endothelium/ pericytes/ adventia
22185	(1) Ventricular cardiomyocytes
22186	(12) Cardiomyocytes
22187	(2) Fribroblast-like (AV mesenchyme related)
22188	(12) Cardiomyocytes
22189	(7) Artrial cardiomyocytes
22190	(4) Fribroblast-like (coronary & mediastinal vasculature related)
22191	(1) Ventricular cardiomyocytes
22192	(4) Fribroblast-like (coronary & mediastinal vasculature related)
22193	(12) Cardiomyocytes
22194	(7) Artrial cardiomyocytes
22195	(4) Fribroblast-like (coronary & mediastinal vasculature related)
22196	(12) Cardiomyocytes
22198	(12) Cardiomyocytes
22199	(12) Cardiomyocytes
22200	(10) Endothelium/ pericytes/ adventia
22201	(0) Capillary endothelium
22202	(1) Ventricular cardiomyocytes
22203	(7) Artrial cardiomyocytes
22204	(4) Fribroblast-like (coronary & mediastinal vasculature related)
22205	(8) Fibroblast-like (outflow tract & valve related)
22206	(1) Ventricular cardiomyocytes
22207	(12) Cardiomyocytes
22208	(10) Endothelium/ pericytes/ adventia
22209	(4) Fribroblast-like (coronary & mediastinal vasculature related)
22210	(1) Ventricular cardiomyocytes
22211	(1) Ventricular cardiomyocytes
22212	(12) Cardiomyocytes
22214	(12) Cardiomyocytes
22215	(12) Cardiomyocytes
22217	(12) Cardiomyocytes
22218	(1) Ventricular cardiomyocytes
22220	(10) Endothelium/ pericytes/ adventia
22222	(12) Cardiomyocytes
22223	(12) Cardiomyocytes
22224	(12) Cardiomyocytes
22225	(12) Cardiomyocytes
22226	(8) Fibroblast-like (outflow tract & valve related)
22227	(10) Endothelium/ pericytes/ adventia
22228	(1) Ventricular cardiomyocytes
22229	(1) Ventricular cardiomyocytes
22230	(1) Ventricular cardiomyocytes
22231	(7) Artrial cardiomyocytes
22232	(12) Cardiomyocytes
22233	(1) Ventricular cardiomyocytes
22234	(8) Fibroblast-like (outflow tract & valve related)
22235	(12) Cardiomyocytes
22236	(12) Cardiomyocytes
22238	(10) Endothelium/ pericytes/ adventia
22239	(7) Artrial cardiomyocytes
22240	(7) Artrial cardiomyocytes
22241	(12) Cardiomyocytes
22242	(7) Artrial cardiomyocytes
22244	(1) Ventricular cardiomyocytes
22246	(12) Cardiomyocytes
22247	(7) Artrial cardiomyocytes
22248	(1) Ventricular cardiomyocytes
22249	(1) Ventricular cardiomyocytes
22250	(12) Cardiomyocytes
22251	(0) Capillary endothelium
22252	(3) Subepicardial cells
22253	(4) Fribroblast-like (coronary & mediastinal vasculature related)
22254	(7) Artrial cardiomyocytes
22255	(7) Artrial cardiomyocytes
22257	(12) Cardiomyocytes
22258	(12) Cardiomyocytes
22259	(10) Endothelium/ pericytes/ adventia
22260	(12) Cardiomyocytes
22261	(12) Cardiomyocytes
22262	(10) Endothelium/ pericytes/ adventia
22263	(1) Ventricular cardiomyocytes
22264	(4) Fribroblast-like (coronary & mediastinal vasculature related)
22266	(12) Cardiomyocytes
22267	(7) Artrial cardiomyocytes
22268	(12) Cardiomyocytes
22269	(1) Ventricular cardiomyocytes
22270	(4) Fribroblast-like (coronary & mediastinal vasculature related)
22271	(10) Endothelium/ pericytes/ adventia
22272	(12) Cardiomyocytes
22273	(7) Artrial cardiomyocytes
22275	(1) Ventricular cardiomyocytes
22276	(8) Fibroblast-like (outflow tract & valve related)
22277	(1) Ventricular cardiomyocytes
22279	(12) Cardiomyocytes
22280	(12) Cardiomyocytes
22281	(1) Ventricular cardiomyocytes
22282	(4) Fribroblast-like (coronary & mediastinal vasculature related)
22283	(4) Fribroblast-like (coronary & mediastinal vasculature related)
22284	(12) Cardiomyocytes
22285	(12) Cardiomyocytes
22286	(10) Endothelium/ pericytes/ adventia
22287	(12) Cardiomyocytes
22288	(7) Artrial cardiomyocytes
22289	(12) Cardiomyocytes
22290	(12) Cardiomyocytes
22291	(12) Cardiomyocytes
22293	(8) Fibroblast-like (outflow tract & valve related)
22294	(8) Fibroblast-like (outflow tract & valve related)
22295	(12) Cardiomyocytes
22296	(7) Artrial cardiomyocytes
22297	(12) Cardiomyocytes
22298	(10) Endothelium/ pericytes/ adventia
22300	(1) Ventricular cardiomyocytes
22301	(7) Artrial cardiomyocytes
22302	(7) Artrial cardiomyocytes
22303	(12) Cardiomyocytes
22304	(8) Fibroblast-like (outflow tract & valve related)
22305	(7) Artrial cardiomyocytes
22306	(10) Endothelium/ pericytes/ adventia
22307	(1) Ventricular cardiomyocytes
22308	(8) Fibroblast-like (outflow tract & valve related)
22309	(12) Cardiomyocytes
22310	(1) Ventricular cardiomyocytes
22311	(1) Ventricular cardiomyocytes
22312	(0) Capillary endothelium
22313	(12) Cardiomyocytes
22314	(12) Cardiomyocytes
22315	(12) Cardiomyocytes
22316	(0) Capillary endothelium
22317	(3) Subepicardial cells
22318	(12) Cardiomyocytes
22319	(2) Fribroblast-like (AV mesenchyme related)
22320	(12) Cardiomyocytes
22321	(12) Cardiomyocytes
22322	(12) Cardiomyocytes
22323	(10) Endothelium/ pericytes/ adventia
22324	(9) Epicardial cells
22325	(10) Endothelium/ pericytes/ adventia
22326	(1) Ventricular cardiomyocytes
22327	(1) Ventricular cardiomyocytes
22328	(3) Subepicardial cells
22329	(1) Ventricular cardiomyocytes
22330	(1) Ventricular cardiomyocytes
22331	(12) Cardiomyocytes
22332	(4) Fribroblast-like (coronary & mediastinal vasculature related)
22333	(1) Ventricular cardiomyocytes
22334	(12) Cardiomyocytes
22335	(0) Capillary endothelium
22336	(12) Cardiomyocytes
22337	(12) Cardiomyocytes
22338	(12) Cardiomyocytes
22339	(12) Cardiomyocytes
22340	(2) Fribroblast-like (AV mesenchyme related)
22341	(0) Capillary endothelium
22342	(10) Endothelium/ pericytes/ adventia
22344	(7) Artrial cardiomyocytes
22346	(1) Ventricular cardiomyocytes
22347	(10) Endothelium/ pericytes/ adventia
22348	(7) Artrial cardiomyocytes
22349	(7) Artrial cardiomyocytes
22350	(1) Ventricular cardiomyocytes
22352	(4) Fribroblast-like (coronary & mediastinal vasculature related)
22353	(12) Cardiomyocytes
22354	(7) Artrial cardiomyocytes
22355	(2) Fribroblast-like (AV mesenchyme related)
22356	(12) Cardiomyocytes
22357	(7) Artrial cardiomyocytes
22358	(12) Cardiomyocytes
22359	(12) Cardiomyocytes
22360	(12) Cardiomyocytes
22361	(8) Fibroblast-like (outflow tract & valve related)
22362	(12) Cardiomyocytes
22363	(12) Cardiomyocytes
22364	(12) Cardiomyocytes
22365	(1) Ventricular cardiomyocytes
22366	(12) Cardiomyocytes
22368	(12) Cardiomyocytes
22369	(12) Cardiomyocytes
22370	(7) Artrial cardiomyocytes
22371	(7) Artrial cardiomyocytes
22372	(1) Ventricular cardiomyocytes
22374	(12) Cardiomyocytes
22375	(12) Cardiomyocytes
22376	(10) Endothelium/ pericytes/ adventia
22379	(7) Artrial cardiomyocytes
22380	(0) Capillary endothelium
22381	(1) Ventricular cardiomyocytes
22382	(12) Cardiomyocytes
22383	(7) Artrial cardiomyocytes
22384	(4) Fribroblast-like (coronary & mediastinal vasculature related)
22387	(1) Ventricular cardiomyocytes
22388	(12) Cardiomyocytes
22389	(12) Cardiomyocytes
22390	(12) Cardiomyocytes
22391	(7) Artrial cardiomyocytes
22392	(12) Cardiomyocytes
22393	(1) Ventricular cardiomyocytes
22394	(10) Endothelium/ pericytes/ adventia
22396	(7) Artrial cardiomyocytes
22397	(12) Cardiomyocytes
22398	(1) Ventricular cardiomyocytes
22399	(8) Fibroblast-like (outflow tract & valve related)
22400	(8) Fibroblast-like (outflow tract & valve related)
22401	(2) Fribroblast-like (AV mesenchyme related)
22402	(12) Cardiomyocytes
22403	(12) Cardiomyocytes
22404	(5) Smooth muscle cells/ fibroblast-like
22405	(12) Cardiomyocytes
22406	(10) Endothelium/ pericytes/ adventia
22407	(0) Capillary endothelium
22408	(7) Artrial cardiomyocytes
22409	(1) Ventricular cardiomyocytes
22410	(4) Fribroblast-like (coronary & mediastinal vasculature related)
22411	(10) Endothelium/ pericytes/ adventia
22412	(4) Fribroblast-like (coronary & mediastinal vasculature related)
22413	(12) Cardiomyocytes
22415	(7) Artrial cardiomyocytes
22416	(4) Fribroblast-like (coronary & mediastinal vasculature related)
22418	(12) Cardiomyocytes
22420	(1) Ventricular cardiomyocytes
22421	(10) Endothelium/ pericytes/ adventia
22422	(7) Artrial cardiomyocytes
22423	(1) Ventricular cardiomyocytes
22424	(12) Cardiomyocytes
22425	(10) Endothelium/ pericytes/ adventia
22426	(12) Cardiomyocytes
22427	(12) Cardiomyocytes
22428	(7) Artrial cardiomyocytes
22429	(1) Ventricular cardiomyocytes
22430	(12) Cardiomyocytes
22431	(7) Artrial cardiomyocytes
22433	(1) Ventricular cardiomyocytes
22434	(12) Cardiomyocytes
22435	(12) Cardiomyocytes
22437	(1) Ventricular cardiomyocytes
22438	(12) Cardiomyocytes
22439	(12) Cardiomyocytes
22440	(12) Cardiomyocytes
22441	(1) Ventricular cardiomyocytes
22443	(1) Ventricular cardiomyocytes
22444	(2) Fribroblast-like (AV mesenchyme related)
22445	(7) Artrial cardiomyocytes
22446	(7) Artrial cardiomyocytes
22447	(12) Cardiomyocytes
22448	(1) Ventricular cardiomyocytes
22449	(12) Cardiomyocytes
22450	(1) Ventricular cardiomyocytes
22451	(4) Fribroblast-like (coronary & mediastinal vasculature related)
22452	(1) Ventricular cardiomyocytes
22453	(7) Artrial cardiomyocytes
22454	(1) Ventricular cardiomyocytes
22455	(1) Ventricular cardiomyocytes
22456	(8) Fibroblast-like (outflow tract & valve related)
22457	(5) Smooth muscle cells/ fibroblast-like
22458	(8) Fibroblast-like (outflow tract & valve related)
22459	(1) Ventricular cardiomyocytes
22460	(1) Ventricular cardiomyocytes
22461	(12) Cardiomyocytes
22462	(1) Ventricular cardiomyocytes
22463	(12) Cardiomyocytes
22464	(12) Cardiomyocytes
22465	(1) Ventricular cardiomyocytes
22467	(8) Fibroblast-like (outflow tract & valve related)
22468	(7) Artrial cardiomyocytes
22469	(12) Cardiomyocytes
22470	(4) Fribroblast-like (coronary & mediastinal vasculature related)
22471	(12) Cardiomyocytes
22472	(2) Fribroblast-like (AV mesenchyme related)
22473	(10) Endothelium/ pericytes/ adventia
22475	(12) Cardiomyocytes
22476	(7) Artrial cardiomyocytes
22477	(12) Cardiomyocytes
22478	(3) Subepicardial cells
22480	(9) Epicardial cells
22481	(1) Ventricular cardiomyocytes
22482	(1) Ventricular cardiomyocytes
22483	(12) Cardiomyocytes
22484	(1) Ventricular cardiomyocytes
22485	(12) Cardiomyocytes
22486	(1) Ventricular cardiomyocytes
22487	(7) Artrial cardiomyocytes
22488	(12) Cardiomyocytes
22489	(12) Cardiomyocytes
22490	(12) Cardiomyocytes
22491	(12) Cardiomyocytes
22492	(1) Ventricular cardiomyocytes
22493	(7) Artrial cardiomyocytes
22494	(7) Artrial cardiomyocytes
22496	(7) Artrial cardiomyocytes
22497	(7) Artrial cardiomyocytes
22498	(12) Cardiomyocytes
22499	(8) Fibroblast-like (outflow tract & valve related)
22500	(12) Cardiomyocytes
22502	(12) Cardiomyocytes
22503	(0) Capillary endothelium
22504	(0) Capillary endothelium
22506	(12) Cardiomyocytes
22507	(10) Endothelium/ pericytes/ adventia
22508	(1) Ventricular cardiomyocytes
22509	(1) Ventricular cardiomyocytes
22510	(1) Ventricular cardiomyocytes
22511	(8) Fibroblast-like (outflow tract & valve related)
22512	(10) Endothelium/ pericytes/ adventia
22514	(12) Cardiomyocytes
22519	(7) Artrial cardiomyocytes
22520	(0) Capillary endothelium
22521	(10) Endothelium/ pericytes/ adventia
22523	(12) Cardiomyocytes
22524	(1) Ventricular cardiomyocytes
22526	(12) Cardiomyocytes
22527	(12) Cardiomyocytes
22528	(1) Ventricular cardiomyocytes
22531	(12) Cardiomyocytes
22532	(7) Artrial cardiomyocytes
22533	(1) Ventricular cardiomyocytes
22536	(7) Artrial cardiomyocytes
22537	(10) Endothelium/ pericytes/ adventia
22538	(0) Capillary endothelium
22539	(7) Artrial cardiomyocytes
22540	(1) Ventricular cardiomyocytes
22541	(12) Cardiomyocytes
22542	(7) Artrial cardiomyocytes
22545	(1) Ventricular cardiomyocytes
22547	(12) Cardiomyocytes
22550	(12) Cardiomyocytes
22551	(12) Cardiomyocytes
