sample_name	subclass_label
F2S4_170522_089_H01	L2/3 IT CTX-1
F2S4_170522_090_A01	L2/3 IT CTX-1
F2S4_170522_090_B01	L2/3 IT CTX-1
F2S4_170522_090_C01	L2/3 IT CTX-1
F2S4_170522_090_D01	L2/3 IT CTX-1
F2S4_170522_090_E01	L2/3 IT CTX-1
F2S4_170522_090_F01	L2/3 IT CTX-1
F2S4_170522_090_G01	L2/3 IT CTX-1
F2S4_170522_090_H01	L2/3 IT CTX-1
F2S4_170522_091_A01	L2/3 IT CTX-1
F2S4_170522_091_B01	L2/3 IT CTX-1
F2S4_170522_091_C01	L4/5 IT CTX
F2S4_170522_091_D01	L2/3 IT CTX-1
F2S4_170522_091_E01	L2/3 IT CTX-1
F2S4_170522_091_F01	L2/3 IT CTX-1
F2S4_170522_091_G01	L2/3 IT CTX-1
F2S4_170522_091_H01	L2/3 IT CTX-1
F2S4_170523_046_A01	L6 IT CTX
F2S4_170523_046_B01	L6 CT CTX
F2S4_170523_046_C01	L6 CT CTX
F2S4_170523_046_D01	L6 IT CTX
F2S4_170523_046_E01	L6 IT CTX
F2S4_170523_046_F01	L6 CT CTX
F2S4_170523_046_G01	L6 IT CTX
F2S4_170523_046_H01	L6b CTX
F2S4_170523_047_A01	L6 IT CTX
F2S4_170523_047_B01	L6 IT CTX
F2S4_170523_047_C01	L6 CT CTX
F2S4_170523_047_D01	L6 IT CTX
F2S4_170523_047_E01	L6 IT CTX
F2S4_170523_047_F01	L6 IT CTX
F2S4_170523_047_G01	L6 IT CTX
F2S4_170523_047_H01	L6 IT CTX
F2S4_170522_092_A01	L2/3 IT CTX-1
F2S4_170522_092_B01	L2/3 IT CTX-1
F2S4_170522_092_C01	L2/3 IT CTX-1
F2S4_170522_092_D01	L2/3 IT CTX-1
F2S4_170522_092_E01	L2/3 IT CTX-1
F2S4_170522_092_F01	L2/3 IT CTX-1
F2S4_170522_092_G01	L2/3 IT CTX-1
F2S4_170522_092_H01	L2/3 IT CTX-1
F2S4_170522_093_A01	L2/3 IT CTX-1
F2S4_170522_093_B01	L2/3 IT CTX-1
F2S4_170522_093_C01	L2/3 IT CTX-1
F2S4_170522_093_D01	L2/3 IT CTX-1
F2S4_170522_093_E01	L2/3 IT CTX-1
F2S4_170522_093_F01	L2/3 IT CTX-1
F2S4_170522_093_G01	L2/3 IT CTX-1
F2S4_170522_094_A01	L2/3 IT CTX-1
F2S4_170522_094_C01	L2/3 IT CTX-1
F2S4_170522_094_F01	L2/3 IT CTX-1
F2S4_170522_094_G01	L2/3 IT CTX-1
F2S4_170522_094_H01	L2/3 IT CTX-1
F2S4_170523_048_A01	L6 IT CTX
F2S4_170523_048_B01	L6 CT CTX
F2S4_170523_048_C01	L6 IT CTX
F2S4_170523_048_D01	L6 CT CTX
F2S4_170523_048_E01	L6 IT CTX
F2S4_170523_048_F01	L6 IT CTX
F2S4_170523_048_G01	L6 IT CTX
F2S4_170523_048_H01	L6 CT CTX
F2S4_170523_049_A01	L6 IT CTX
F2S4_170523_049_B01	L6 CT CTX
F2S4_170523_049_C01	L6 CT CTX
F2S4_170523_049_D01	L6 CT CTX
F2S4_170523_049_E01	L6 IT CTX
F2S4_170523_049_G01	L6b CTX
F2S4_170523_049_H01	L6 IT CTX
F2S4_170523_031_A01	L6 CT CTX
F2S4_170523_031_B01	L6 CT CTX
F2S4_170523_031_C01	L6 IT CTX
F2S4_170523_031_E01	L6 IT CTX
F2S4_170523_031_F01	L6 IT CTX
F2S4_170523_031_G01	L6 CT CTX
F2S4_170523_031_H01	L6 IT CTX
F2S4_170523_032_A01	L6 IT CTX
F2S4_170523_032_C01	L6 IT CTX
F2S4_170523_032_D01	L6 CT CTX
F2S4_170523_032_E01	L6 IT CTX
F2S4_170523_032_G01	L6 CT CTX
F2S4_170523_032_H01	L6 CT CTX
F2S4_170523_033_A01	L6 CT CTX
F2S4_170523_033_B01	L6b CTX
F2S4_170523_033_D01	L6 CT CTX
F2S4_170523_033_E01	L6 CT CTX
F2S4_170523_033_F01	L6 IT CTX
F2S4_170523_033_G01	L6 IT CTX
F2S4_170523_033_H01	L6 IT CTX
F2S4_170523_034_A01	L6 CT CTX
F2S4_170523_034_B01	L6 IT CTX
F2S4_170523_034_C01	L6 IT CTX
F2S4_170523_034_E01	L6 IT CTX
F2S4_170523_034_G01	L6 CT CTX
F2S4_170523_034_H01	L6 IT CTX
F2S4_170523_035_A01	L6 CT CTX
F2S4_170523_035_B01	L6 IT CTX
F2S4_170523_035_C01	L6 IT CTX
F2S4_170523_035_D01	L6 CT CTX
F2S4_170523_035_E01	L6 CT CTX
F2S4_170523_035_F01	L6 CT CTX
F2S4_170523_035_G01	L6 IT CTX
F2S4_170523_035_H01	L6 IT CTX
F2S4_170522_078_B01	L4/5 IT CTX
F2S4_170522_078_C01	L4/5 IT CTX
F2S4_170522_078_D01	L4/5 IT CTX
F2S4_170522_078_E01	L4/5 IT CTX
F2S4_170522_078_F01	L4/5 IT CTX
F2S4_170522_078_G01	L4/5 IT CTX
F2S4_170522_078_H01	L4/5 IT CTX
F2S4_170522_079_A01	L4/5 IT CTX
F2S4_170522_079_B01	L4/5 IT CTX
F2S4_170522_079_D01	L4/5 IT CTX
F2S4_170522_079_E01	L4/5 IT CTX
F2S4_170522_079_F01	L4/5 IT CTX
F2S4_170522_079_H01	L4/5 IT CTX
F2S4_170523_036_B01	L5 NP CTX
F2S4_170523_036_C01	L5 NP CTX
F2S4_170523_036_D01	L5 NP CTX
F2S4_170523_036_E01	L5 NP CTX
F2S4_170523_036_G01	L4/5 IT CTX
F2S4_170523_037_A01	L6 IT CTX
F2S4_170523_037_B01	L5 IT CTX
F2S4_170523_037_C01	L5 NP CTX
F2S4_170523_037_D01	L6 IT CTX
F2S4_170523_037_E01	L6 CT CTX
F2S4_170523_037_G01	L6 IT CTX
F2S4_170523_037_H01	L5 NP CTX
F2S4_170523_038_A01	L5 NP CTX
F2S4_170523_038_B01	L5 NP CTX
F2S4_170523_038_C01	L5 NP CTX
F2S4_170523_038_D01	L5 NP CTX
F2S4_170523_038_F01	L5 NP CTX
F2S4_170523_038_G01	L5 IT CTX
F2S4_170523_038_H01	L5 NP CTX
F2S4_170523_039_A01	L5 IT CTX
F2S4_170523_039_B01	L5 NP CTX
F2S4_170523_039_D01	L5 NP CTX
F2S4_170523_039_E01	L5 NP CTX
F2S4_170523_039_F01	L5 NP CTX
F2S4_170523_039_H01	L5 NP CTX
F2S4_170523_040_C01	L5 IT CTX
F2S4_170523_040_D01	L5 IT CTX
F2S4_170523_040_E01	L4/5 IT CTX
F2S4_170523_040_F01	L5 NP CTX
F2S4_170523_040_G01	L5 NP CTX
F2S4_170523_040_H01	L5 NP CTX
F2S4_170523_041_A01	L6 IT CTX
F2S4_170523_041_B01	L5 NP CTX
F2S4_170523_041_C01	L5 NP CTX
F2S4_170523_041_D01	L5 NP CTX
F2S4_170523_041_F01	L6 CT CTX
F2S4_170523_041_G01	L6 IT CTX
F2S4_170523_041_H01	L5 NP CTX
F2S4_170522_080_B01	L4/5 IT CTX
F2S4_170522_080_C01	L4/5 IT CTX
F2S4_170522_080_D01	L4/5 IT CTX
F2S4_170522_080_E01	L4/5 IT CTX
F2S4_170522_080_G01	L4/5 IT CTX
F2S4_170522_080_H01	L4/5 IT CTX
F2S4_170522_081_A01	L4/5 IT CTX
F2S4_170522_081_B01	L4/5 IT CTX
F2S4_170522_081_C01	L4/5 IT CTX
F2S4_170522_081_D01	L4/5 IT CTX
F2S4_170522_081_F01	L4/5 IT CTX
F2S4_170522_081_G01	L4/5 IT CTX
F2S4_170522_081_H01	L4/5 IT CTX
F2S4_170523_042_A01	L5 NP CTX
F2S4_170523_042_B01	L4/5 IT CTX
F2S4_170523_042_C01	L5 NP CTX
F2S4_170523_042_D01	L5 NP CTX
F2S4_170523_042_E01	L5 NP CTX
F2S4_170523_042_G01	L5 NP CTX
F2S4_170523_043_A01	L5 IT CTX
F2S4_170523_043_B01	L5 NP CTX
F2S4_170523_043_D01	L5 NP CTX
F2S4_170523_043_E01	L5 NP CTX
F2S4_170523_043_F01	L5 NP CTX
F2S4_170523_043_G01	L5 NP CTX
F2S4_170523_043_H01	L6 IT CTX
F2S4_170523_044_B01	L5 NP CTX
F2S4_170523_044_C01	L4/5 IT CTX
F2S4_170523_044_D01	L4/5 IT CTX
F2S4_170523_044_E01	L4/5 IT CTX
F2S4_170523_044_H01	L4/5 IT CTX
F2S4_170523_045_A01	L6 IT CTX
F2S4_170523_045_B01	L6 IT CTX
F2S4_170523_045_C01	L6 CT CTX
F2S4_170523_045_D01	L6 CT CTX
F2S4_170523_045_E01	L6 CT CTX
F2S4_170523_045_F01	L6 CT CTX
F2S4_170523_045_G01	L6 CT CTX
F2S4_170523_045_H01	L6 CT CTX
F2S4_170608_034_A01	L6b CTX
F2S4_170608_034_B01	L6b CTX
F2S4_170608_034_F01	L6b CTX
F2S4_170608_034_G01	L6b CTX
F2S4_170608_034_H01	L6b CTX
F2S4_170608_035_A01	L6b CTX
F2S4_170608_035_B01	L6b CTX
F2S4_170608_035_C01	L6b CTX
F2S4_170608_035_D01	L6b CTX
F2S4_170608_035_F01	L6b CTX
F2S4_170608_035_H01	L6b CTX
F2S4_170608_036_A01	L6b CTX
F2S4_170608_036_B01	L6b CTX
F2S4_170608_036_C01	L6b CTX
F2S4_170608_036_E01	L6b CTX
F2S4_170608_036_F01	L6b CTX
F2S4_170608_036_G01	L6b CTX
F2S4_170608_036_H01	L6b CTX
F2S4_170608_011_A01	L6b CTX
F2S4_170608_011_B01	L6b CTX
F2S4_170608_011_C01	L6b CTX
F2S4_170608_011_D01	L6b CTX
F2S4_170608_011_E01	L6b CTX
F2S4_170608_011_F01	L6b CTX
F2S4_170608_011_G01	L6b CTX
F2S4_170608_011_H01	L6b CTX
F2S4_170608_012_A01	L6b CTX
F2S4_170608_012_B01	L6b CTX
F2S4_170608_012_C01	L6b CTX
F2S4_170608_012_D01	L6b CTX
F2S4_170608_012_E01	L6b CTX
F2S4_170608_012_F01	L6b CTX
F2S4_170608_012_G01	L6b CTX
F2S4_170608_012_H01	L6b CTX
F2S4_170608_013_A01	L6b CTX
F2S4_170608_013_B01	L6b CTX
F2S4_170608_013_C01	L6b CTX
F2S4_170608_013_D01	L6b CTX
F2S4_170608_013_E01	L6b CTX
F2S4_170608_013_G01	L6b CTX
F2S4_170608_013_H01	L6b CTX
F2S4_170608_014_A01	L6b CTX
F2S4_170608_014_B01	L6b CTX
F2S4_170608_014_F01	L6b CTX
F2S4_170608_014_G01	L6b CTX
F2S4_170608_014_H01	L6b CTX
F2S4_170608_010_A01	L6b CTX
F2S4_170608_010_B01	L6b CTX
F2S4_170608_010_C01	L6b CTX
F2S4_170608_010_D01	L6b CTX
F2S4_170608_010_E01	L6b CTX
F2S4_170608_010_F01	L6b CTX
F2S4_170608_010_G01	L6b CTX
F2S4_170608_010_H01	L6b CTX
F2S4_170608_017_A01	L6b CTX
F2S4_170608_017_B01	L6b CTX
F2S4_170608_017_C01	L6b CTX
F2S4_170608_017_D01	L6b CTX
F2S4_170608_017_E01	L6b CTX
F2S4_170608_017_F01	L6b CTX
F2S4_170608_017_G01	L6b CTX
F2S4_170608_017_H01	L6b CTX
F2S4_170608_018_A01	L6b CTX
F2S4_170608_018_B01	L6b CTX
F2S4_170608_018_C01	L6b CTX
F2S4_170608_018_D01	L6b CTX
F2S4_170608_018_F01	L6b CTX
F2S4_170608_018_G01	L6b CTX
F2S4_170608_018_H01	L6b CTX
F2S4_170329_039_A01	L6 IT CTX
F2S4_170329_039_B01	L6 IT CTX
F2S4_170329_039_C01	L6 CT CTX
F2S4_170329_039_F01	L6 IT CTX
F2S4_170329_040_B01	L6 IT CTX
F2S4_170329_040_C01	L6b CTX
F2S4_170329_040_D01	L5 NP CTX
F2S4_170329_040_E01	L6 CT CTX
F2S4_170329_040_F01	L5 NP CTX
F2S4_170329_040_G01	L6 IT CTX
F2S4_170329_040_H01	L6 IT CTX
F2S4_170329_041_B01	L6 CT CTX
F2S4_170329_041_C01	L6 IT CTX
F2S4_170329_041_E01	L6 IT CTX
F2S4_170329_041_F01	L5 IT CTX
F2S4_170329_041_G01	L6 IT CTX
F2S4_170329_041_H01	L6 IT CTX
F2S4_170329_042_A01	L6 IT CTX
F2S4_170329_042_C01	L6 IT CTX
F2S4_170329_042_D01	L6 IT CTX
F2S4_170329_042_E01	L6 IT CTX
F2S4_170329_042_F01	L6 IT CTX
F2S4_170329_042_G01	L6 IT CTX
F2S4_170329_042_H01	L6 CT CTX
F2S4_170608_028_D01	L6b CTX
F2S4_170608_028_F01	L6b CTX
F2S4_170608_028_G01	L6b CTX
F2S4_170608_028_H01	L6b CTX
F2S4_170608_029_B01	L6b CTX
F2S4_170608_029_C01	L6b CTX
F2S4_170608_029_D01	L6b CTX
F2S4_170608_029_E01	L6b CTX
F2S4_170608_029_F01	L6b CTX
F2S4_170608_029_G01	L6b CTX
F2S4_170608_029_H01	L6b CTX
F2S4_170608_030_B01	L6b CTX
F2S4_170608_030_C01	L6b CTX
F2S4_170608_030_D01	L6b CTX
F2S4_170608_030_E01	L6b CTX
F2S4_170608_030_F01	L6b CTX
F2S4_170608_030_G01	L6b CTX
F2S4_170608_030_H01	L6b CTX
F2S4_170522_098_A01	L6 CT CTX
F2S4_170522_098_B01	L6 IT CTX
F2S4_170522_098_C01	L6 IT CTX
F2S4_170522_098_D01	L6 CT CTX
F2S4_170522_098_E01	L6 IT CTX
F2S4_170522_098_F01	L6 CT CTX
F2S4_170522_098_G01	L6 IT CTX
F2S4_170522_098_H01	L6 IT CTX
F2S4_170522_099_A01	L6 IT CTX
F2S4_170522_099_B01	L6 CT CTX
F2S4_170522_099_C01	L6 IT CTX
F2S4_170522_099_D01	L6 IT CTX
F2S4_170522_099_E01	L6 IT CTX
F2S4_170522_099_F01	L6 CT CTX
F2S4_170522_099_G01	L6 IT CTX
F2S4_170522_099_H01	L6 CT CTX
F2S4_170522_100_A01	L6 CT CTX
F2S4_170522_100_C01	L6 CT CTX
F2S4_170522_100_F01	L5 IT CTX
F2S4_170522_100_G01	L6 CT CTX
F2S4_170522_100_H01	L6 IT CTX
F2S4_170329_036_A01	L6 IT CTX
F2S4_170329_036_B01	L6 IT CTX
F2S4_170329_036_G01	L6 IT CTX
F2S4_170329_036_H01	L6 IT CTX
F2S4_170329_037_A01	L6 IT CTX
F2S4_170329_037_B01	L6 IT CTX
F2S4_170329_037_C01	L6 IT CTX
F2S4_170329_037_D01	L6 IT CTX
F2S4_170329_037_E01	L6 IT CTX
F2S4_170329_037_F01	L6 IT CTX
F2S4_170329_037_G01	L6 IT CTX
F2S4_170329_038_A01	L6 IT CTX
F2S4_170329_038_B01	L6b CTX
F2S4_170329_038_C01	L6 IT CTX
F2S4_170329_038_E01	L6 IT CTX
F2S4_170329_038_F01	L6 IT CTX
F2S4_170329_038_G01	L6 IT CTX
F2S4_170329_038_H01	L6 CT CTX
F2S4_170608_015_A01	L6b CTX
F2S4_170608_015_B01	L6b CTX
F2S4_170608_015_C01	L6b CTX
F2S4_170608_015_D01	L6b CTX
F2S4_170608_015_E01	L6b CTX
F2S4_170608_016_A01	L6b CTX
F2S4_170608_016_B01	L6b CTX
F2S4_170608_016_C01	L6b CTX
F2S4_170608_016_D01	L6b CTX
F2S4_170608_016_E01	L6b CTX
F2S4_170608_016_F01	L6b CTX
F2S4_170608_016_G01	L6b CTX
F2S4_170608_031_A01	L6b CTX
F2S4_170608_031_C01	L6b CTX
F2S4_170608_031_D01	L6b CTX
F2S4_170608_031_F01	L6b CTX
F2S4_170608_031_G01	L6b CTX
F2S4_170608_031_H01	L6b CTX
F2S4_170608_032_A01	L6b CTX
F2S4_170608_032_B01	L6b CTX
F2S4_170608_032_C01	L6b CTX
F2S4_170608_032_D01	L6b CTX
F2S4_170608_032_E01	L6b CTX
F2S4_170608_032_F01	L6b CTX
F2S4_170608_032_G01	L6b CTX
F2S4_170608_033_A01	L6b CTX
F2S4_170608_033_B01	L6b CTX
F2S4_170608_033_D01	L6b CTX
F2S4_170608_033_E01	L6b CTX
F2S4_170608_033_F01	L6b CTX
F2S4_170608_033_G01	L6b CTX
F2S4_170608_033_H01	L6b CTX
F2S4_170509_016_A01	L2/3 IT CTX-1
F2S4_170509_016_B01	L2/3 IT CTX-1
F2S4_170509_016_D01	L2/3 IT CTX-1
F2S4_170509_016_E01	L2/3 IT CTX-1
F2S4_170509_016_G01	L4/5 IT CTX
F2S4_170509_017_A01	L4/5 IT CTX
F2S4_170509_017_B01	L2/3 IT CTX-1
F2S4_170509_017_C01	L2/3 IT CTX-1
F2S4_170509_017_D01	L2/3 IT CTX-1
F2S4_170509_017_E01	L2/3 IT CTX-1
F2S4_170509_017_F01	L2/3 IT CTX-1
F2S4_170509_017_G01	L2/3 IT CTX-1
F2S4_170509_018_A01	L2/3 IT CTX-1
F2S4_170509_018_B01	L2/3 IT CTX-1
F2S4_170509_018_C01	L2/3 IT CTX-1
F2S4_170509_018_D01	L2/3 IT CTX-1
F2S4_170509_018_F01	L2/3 IT CTX-1
F2S4_170509_018_G01	L2/3 IT CTX-1
F2S4_170509_018_H01	L2/3 IT CTX-1
F2S4_170509_019_A01	L2/3 IT CTX-1
F2S4_170509_019_B01	L2/3 IT CTX-1
F2S4_170509_019_C01	L2/3 IT CTX-1
F2S4_170509_019_D01	L2/3 IT CTX-1
F2S4_170509_019_E01	L2/3 IT CTX-1
F2S4_170509_019_F01	L2/3 IT CTX-1
F2S4_170509_019_G01	L2/3 IT CTX-1
F2S4_170509_019_H01	L2/3 IT CTX-1
F2S4_170509_020_A01	L2/3 IT CTX-1
F2S4_170509_020_B01	L2/3 IT CTX-1
F2S4_170509_020_C01	L2/3 IT CTX-1
F2S4_170509_020_D01	L2/3 IT CTX-1
F2S4_170509_020_E01	L2/3 IT CTX-1
F2S4_170509_020_F01	L2/3 IT CTX-1
F2S4_170509_020_G01	L2/3 IT CTX-1
F2S4_170509_020_H01	L2/3 IT CTX-1
F2S4_170509_021_A01	L2/3 IT CTX-1
F2S4_170509_021_B01	L2/3 IT CTX-1
F2S4_170509_021_C01	L2/3 IT CTX-1
F2S4_170509_021_D01	L2/3 IT CTX-1
F2S4_170509_021_E01	L2/3 IT CTX-1
F2S4_170509_021_F01	L2/3 IT CTX-1
F2S4_170509_021_G01	L2/3 IT CTX-1
F2S4_170509_021_H01	L2/3 IT CTX-1
F2S4_170613_045_B01	L2/3 IT CTX-1
F2S4_170613_045_C01	L2/3 IT CTX-1
F2S4_170613_045_D01	L2/3 IT CTX-1
F2S4_170613_045_E01	L2/3 IT CTX-1
F2S4_170613_045_F01	L2/3 IT CTX-1
F2S4_170613_045_G01	L2/3 IT CTX-1
F2S4_170613_045_H01	L2/3 IT CTX-1
F2S4_170613_046_B01	L4/5 IT CTX
F2S4_170613_046_C01	L4/5 IT CTX
F2S4_170613_046_D01	L4/5 IT CTX
F2S4_170613_046_E01	L4/5 IT CTX
F2S4_170613_046_F01	L4/5 IT CTX
F2S4_170613_046_H01	L4/5 IT CTX
F2S4_170613_047_A01	L4/5 IT CTX
F2S4_170613_047_B01	L4/5 IT CTX
F2S4_170613_047_D01	L4/5 IT CTX
F2S4_170613_047_E01	L4/5 IT CTX
F2S4_170613_047_F01	L4/5 IT CTX
F2S4_170613_047_G01	L4/5 IT CTX
F2S4_170613_047_H01	L4/5 IT CTX
F2S4_170613_048_A01	L4/5 IT CTX
F2S4_170613_048_B01	L4/5 IT CTX
F2S4_170613_048_C01	L4/5 IT CTX
F2S4_170613_048_D01	L4/5 IT CTX
F2S4_170613_048_E01	L4/5 IT CTX
F2S4_170613_048_F01	L4/5 IT CTX
F2S4_170613_048_G01	L4/5 IT CTX
F2S4_170613_048_H01	L4/5 IT CTX
F2S4_170613_049_A01	L4/5 IT CTX
F2S4_170613_049_B01	L4/5 IT CTX
F2S4_170613_049_C01	L4/5 IT CTX
F2S4_170613_049_D01	L4/5 IT CTX
F2S4_170613_049_E01	L4/5 IT CTX
F2S4_170613_049_F01	L4/5 IT CTX
F2S4_170613_049_G01	L4/5 IT CTX
F2S4_170613_049_H01	L4/5 IT CTX
F2S4_170613_050_A01	L4/5 IT CTX
F2S4_170613_050_B01	L4/5 IT CTX
F2S4_170613_050_C01	L4/5 IT CTX
F2S4_170613_050_D01	L4/5 IT CTX
F2S4_170613_050_E01	L4/5 IT CTX
F2S4_170613_050_F01	L4/5 IT CTX
F2S4_170613_050_G01	L4/5 IT CTX
F2S4_170613_050_H01	L4/5 IT CTX
F2S4_170613_051_A01	L4/5 IT CTX
F2S4_170613_051_B01	L4/5 IT CTX
F2S4_170613_051_C01	L4/5 IT CTX
F2S4_170613_051_D01	L4/5 IT CTX
F2S4_170613_051_E01	L4/5 IT CTX
F2S4_170613_051_F01	L4/5 IT CTX
F2S4_170613_051_G01	L4/5 IT CTX
F2S4_170613_051_H01	L4/5 IT CTX
F2S4_170613_052_A01	L4/5 IT CTX
F2S4_170613_052_C01	L4/5 IT CTX
F2S4_170613_052_D01	L4/5 IT CTX
F2S4_170613_052_E01	L4/5 IT CTX
F2S4_170613_052_F01	L4/5 IT CTX
F2S4_170613_052_H01	L4/5 IT CTX
F2S4_170613_053_A01	L4/5 IT CTX
F2S4_170613_053_B01	L4/5 IT CTX
F2S4_170613_053_C01	L4/5 IT CTX
F2S4_170613_053_D01	L4/5 IT CTX
F2S4_170613_053_E01	L4/5 IT CTX
F2S4_170613_053_F01	L4/5 IT CTX
F2S4_170613_053_H01	L4/5 IT CTX
F2S4_170613_054_A01	L4/5 IT CTX
F2S4_170613_054_B01	L4/5 IT CTX
F2S4_170613_054_C01	L4/5 IT CTX
F2S4_170613_054_D01	L4/5 IT CTX
F2S4_170613_054_F01	L4/5 IT CTX
F2S4_170613_054_G01	L4/5 IT CTX
F2S4_170613_054_H01	L4/5 IT CTX
F2S4_170509_022_A01	L2/3 IT CTX-1
F2S4_170509_022_B01	L2/3 IT CTX-1
F2S4_170509_022_C01	L2/3 IT CTX-1
F2S4_170509_022_D01	L2/3 IT CTX-1
F2S4_170509_022_E01	L2/3 IT CTX-1
F2S4_170509_022_F01	L2/3 IT CTX-1
F2S4_170509_022_G01	L2/3 IT CTX-1
F2S4_170509_023_A01	L2/3 IT CTX-1
F2S4_170509_023_B01	L2/3 IT CTX-1
F2S4_170509_023_C01	L2/3 IT CTX-1
F2S4_170509_023_D01	L2/3 IT CTX-1
F2S4_170509_023_E01	L2/3 IT CTX-1
F2S4_170509_023_F01	L2/3 IT CTX-1
F2S4_170509_023_G01	L2/3 IT CTX-1
F2S4_170509_023_H01	L2/3 IT CTX-1
F2S4_170509_024_A01	L2/3 IT CTX-1
F2S4_170615_001_B01	L5 NP CTX
F2S4_170615_001_C01	L6 IT CTX
F2S4_170615_001_F01	L5 IT CTX
F2S4_170615_001_G01	L6 IT CTX
F2S4_170615_001_H01	L4/5 IT CTX
F2S4_170615_002_A01	L4/5 IT CTX
F2S4_170615_002_B01	L5 NP CTX
F2S4_170615_002_C01	L5 IT CTX
F2S4_170615_002_D01	L5 IT CTX
F2S4_170615_002_F01	L5 NP CTX
F2S4_170615_003_A01	L5 NP CTX
F2S4_170615_003_B01	L5 NP CTX
F2S4_170615_003_C01	L5 IT CTX
F2S4_170615_003_D01	L4/5 IT CTX
F2S4_170615_003_E01	L5 NP CTX
F2S4_170615_003_F01	L5 NP CTX
F2S4_170615_003_H01	L5 NP CTX
F2S4_170615_022_A01	L4/5 IT CTX
F2S4_170615_022_B01	L4/5 IT CTX
F2S4_170615_022_C01	L4/5 IT CTX
F2S4_170615_022_D01	L4/5 IT CTX
F2S4_170615_022_F01	L4/5 IT CTX
F2S4_170615_022_G01	L4/5 IT CTX
F2S4_170615_022_H01	L4/5 IT CTX
F2S4_170615_023_A01	L4/5 IT CTX
F2S4_170615_023_C01	L4/5 IT CTX
F2S4_170615_023_D01	L4/5 IT CTX
F2S4_170615_023_E01	L4/5 IT CTX
F2S4_170615_023_G01	L4/5 IT CTX
F2S4_170615_023_H01	L4/5 IT CTX
F2S4_170615_004_A01	L5 NP CTX
F2S4_170615_004_B01	L5 NP CTX
F2S4_170615_004_C01	L5 IT CTX
F2S4_170615_004_D01	L5 NP CTX
F2S4_170615_004_F01	L4/5 IT CTX
F2S4_170615_004_G01	L5 NP CTX
F2S4_170615_004_H01	L5 NP CTX
F2S4_170615_005_A01	L5 NP CTX
F2S4_170615_005_C01	L4/5 IT CTX
F2S4_170615_005_D01	L5 NP CTX
F2S4_170615_005_E01	L5 NP CTX
F2S4_170615_005_F01	L5 NP CTX
F2S4_170615_005_H01	L5 IT CTX
F2S4_170615_006_A01	L5 NP CTX
F2S4_170615_006_B01	L5 IT CTX
F2S4_170615_006_C01	L5 NP CTX
F2S4_170615_006_E01	L5 NP CTX
F2S4_170615_006_F01	L6 IT CTX
F2S4_170615_006_H01	L5 NP CTX
F2S4_170615_024_A01	L4/5 IT CTX
F2S4_170615_024_B01	L4/5 IT CTX
F2S4_170615_024_C01	L4/5 IT CTX
F2S4_170615_024_D01	L4/5 IT CTX
F2S4_170615_024_E01	L4/5 IT CTX
F2S4_170615_024_F01	L4/5 IT CTX
F2S4_170615_024_G01	L4/5 IT CTX
F2S4_170615_024_H01	L4/5 IT CTX
F2S4_170615_025_A01	L4/5 IT CTX
F2S4_170615_025_B01	L4/5 IT CTX
F2S4_170615_025_C01	L4/5 IT CTX
F2S4_170615_025_E01	L4/5 IT CTX
F2S4_170615_025_F01	L4/5 IT CTX
F2S4_170615_026_A01	L4/5 IT CTX
F2S4_170615_026_B01	L4/5 IT CTX
F2S4_170615_026_D01	L4/5 IT CTX
F2S4_170615_026_E01	L4/5 IT CTX
F2S4_170615_026_F01	L4/5 IT CTX
F2S4_170615_026_G01	L4/5 IT CTX
F2S4_170615_026_H01	L4/5 IT CTX
F2S4_170615_007_A01	L5 IT CTX
F2S4_170615_007_C01	L5 NP CTX
F2S4_170615_007_D01	L5 NP CTX
F2S4_170615_007_E01	L5 NP CTX
F2S4_170615_007_F01	L5 NP CTX
F2S4_170615_007_G01	L5 NP CTX
F2S4_170615_007_H01	L5 IT CTX
F2S4_170615_008_A01	L6 IT CTX
F2S4_170615_008_C01	L5 NP CTX
F2S4_170615_008_D01	L5 NP CTX
F2S4_170615_008_E01	L5 NP CTX
F2S4_170615_008_F01	L5 NP CTX
F2S4_170615_008_G01	L5 NP CTX
F2S4_170615_008_H01	L5 NP CTX
F2S4_170615_009_A01	L6 IT CTX
F2S4_170615_009_C01	L6 CT CTX
F2S4_170615_009_D01	L6 IT CTX
F2S4_170615_009_E01	L6 CT CTX
F2S4_170615_009_F01	L5 NP CTX
F2S4_170615_009_G01	L6 IT CTX
F2S4_170615_009_H01	L6 CT CTX
F2S4_170615_017_A01	L6 CT CTX
F2S4_170615_017_B01	L5 NP CTX
F2S4_170615_017_D01	L6 CT CTX
F2S4_170615_017_E01	L6 CT CTX
F2S4_170615_017_F01	L6 IT CTX
F2S4_170615_017_G01	L5 IT CTX
F2S4_170615_017_H01	L5 NP CTX
F2S4_170615_018_A01	L4/5 IT CTX
F2S4_170615_018_C01	L4/5 IT CTX
F2S4_170615_018_D01	L4/5 IT CTX
F2S4_170615_018_E01	L4/5 IT CTX
F2S4_170615_018_F01	L4/5 IT CTX
F2S4_170615_018_G01	L4/5 IT CTX
F2S4_170615_018_H01	L4/5 IT CTX
F2S4_170615_027_A01	L4/5 IT CTX
F2S4_170615_027_B01	L4/5 IT CTX
F2S4_170615_027_D01	L5 NP CTX
F2S4_170615_027_E01	L5 NP CTX
F2S4_170615_027_F01	L5 NP CTX
F2S4_170615_027_H01	L5 NP CTX
